,Work_period_start,Work_period_end,Wiki_id
2476,,,http://www.wikidata.org/entity/Q7843807
2477,,,http://www.wikidata.org/entity/Q7827930
2478,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q7897175
2479,,,http://www.wikidata.org/entity/Q7898243
2480,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7900339
2481,,,http://www.wikidata.org/entity/Q7900746
2482,,,http://www.wikidata.org/entity/Q7901910
2483,,,http://www.wikidata.org/entity/Q7881011
2484,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q7906210
2485,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q7906226
2486,,,http://www.wikidata.org/entity/Q7876967
2487,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q7877205
2488,,,http://www.wikidata.org/entity/Q7879076
2489,"work period (start)
1939
1 reference",,http://www.wikidata.org/entity/Q7790555
2490,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q7686933
2491,,,http://www.wikidata.org/entity/Q7686922
2492,,,http://www.wikidata.org/entity/Q7901588
2493,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q7683695
2494,"work period (start)
1949
1 reference",,http://www.wikidata.org/entity/Q7901881
2495,"work period (start)
1946
1 reference",,http://www.wikidata.org/entity/Q7852779
2496,"work period (start)
2006
edit
1 reference
add value",,http://www.wikidata.org/entity/Q7673101
2497,,,http://www.wikidata.org/entity/Q7683178
2498,,,http://www.wikidata.org/entity/Q7684530
2499,,,http://www.wikidata.org/entity/Q7843891
2500,,,http://www.wikidata.org/entity/Q7881186
2501,,,http://www.wikidata.org/entity/Q7901875
2502,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q7906084
2503,,,http://www.wikidata.org/entity/Q7683307
2504,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q7683304
2505,,,http://www.wikidata.org/entity/Q7685053
2506,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q7686927
2507,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7695208
2508,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7709076
2509,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q7784157
2510,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q7807890
2511,,,http://www.wikidata.org/entity/Q7881028
2512,"work period (start)
1957
1 reference",,http://www.wikidata.org/entity/Q7686926
2513,"work period (start)
2004
edit
1 reference
add value",,http://www.wikidata.org/entity/Q7694213
2514,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q7900751
2515,,,http://www.wikidata.org/entity/Q7901587
2516,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q7901591
2517,"work period (start)
2010
edit
1 reference
add value",,http://www.wikidata.org/entity/Q7908593
2518,,,http://www.wikidata.org/entity/Q7445862
2519,,,http://www.wikidata.org/entity/Q7423331
2520,,,http://www.wikidata.org/entity/Q7426895
2521,,,http://www.wikidata.org/entity/Q7429093
2522,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7421671
2523,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q7461590
2524,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q7462469
2525,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7423973
2526,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q7493263
2527,,,http://www.wikidata.org/entity/Q7429118
2528,,,http://www.wikidata.org/entity/Q7445863
2529,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q7446502
2530,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q7489431
2531,,,http://www.wikidata.org/entity/Q7490539
2532,,,http://www.wikidata.org/entity/Q7491645
2533,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q7492558
2534,,,http://www.wikidata.org/entity/Q7492560
2535,,,http://www.wikidata.org/entity/Q7493133
2536,"work period (start)
1953
1 reference","work period (end)
1963
0 references",http://www.wikidata.org/entity/Q7462923
2537,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q7487579
2538,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q7489434
2539,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7489922
2540,,,http://www.wikidata.org/entity/Q7492340
2541,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q7492859
2542,"work period (start)
1951
1 reference",,http://www.wikidata.org/entity/Q7426186
2543,,,http://www.wikidata.org/entity/Q7425129
2544,,,http://www.wikidata.org/entity/Q7461581
2545,,,http://www.wikidata.org/entity/Q7445882
2546,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q7423409
2547,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q7495009
2548,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q7424124
2549,,,http://www.wikidata.org/entity/Q7423150
2550,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q7425857
2551,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q7426117
2552,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q7428358
2553,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q7447162
2554,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q7459917
2555,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q7461024
2556,"work period (start)
1946
1 reference",,http://www.wikidata.org/entity/Q7484728
2557,,,http://www.wikidata.org/entity/Q7490763
2558,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q7494205
2559,,,http://www.wikidata.org/entity/Q7483232
2560,"work period (start)
1933
1 reference",,http://www.wikidata.org/entity/Q7423277
2561,,,http://www.wikidata.org/entity/Q7424758
2562,,,http://www.wikidata.org/entity/Q7429119
2563,,,http://www.wikidata.org/entity/Q7460221
2564,,,http://www.wikidata.org/entity/Q7462466
2565,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q7489055
2566,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7492390
2567,,,http://www.wikidata.org/entity/Q7492544
2568,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q7423826
2569,,,http://www.wikidata.org/entity/Q7425950
2570,,,http://www.wikidata.org/entity/Q7426286
2571,,,http://www.wikidata.org/entity/Q7426894
2572,,,http://www.wikidata.org/entity/Q7427426
2573,,,http://www.wikidata.org/entity/Q7462326
2574,"work period (start)
1937
1 reference",,http://www.wikidata.org/entity/Q7424442
2575,,,http://www.wikidata.org/entity/Q7445859
2576,"work period (start)
1971
1 reference",,http://www.wikidata.org/entity/Q7445860
2577,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q7487232
2578,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q7487383
2579,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q7489358
2580,,,http://www.wikidata.org/entity/Q7489442
2581,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q7491225
2582,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q7460032
2583,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q7445968
2584,,,http://www.wikidata.org/entity/Q7487167
2585,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q7489091
2586,,,http://www.wikidata.org/entity/Q7489359
2587,,,http://www.wikidata.org/entity/Q7490534
2588,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q7423871
2589,,,http://www.wikidata.org/entity/Q7425841
2590,,,http://www.wikidata.org/entity/Q7426223
2591,,,http://www.wikidata.org/entity/Q7426938
2592,,,http://www.wikidata.org/entity/Q7487100
2593,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q7487168
2594,,,http://www.wikidata.org/entity/Q7487602
2595,,,http://www.wikidata.org/entity/Q7488672
2596,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q7489057
2597,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7491730
2598,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q7423467
2599,,,http://www.wikidata.org/entity/Q7426866
2600,,,http://www.wikidata.org/entity/Q7920468
2601,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7929215
2602,,,http://www.wikidata.org/entity/Q7908689
2603,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q7914889
2604,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q7915423
2605,,,http://www.wikidata.org/entity/Q7916217
2606,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q7920143
2607,,,http://www.wikidata.org/entity/Q7920156
2608,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q7929196
2609,"work period (start)
1962
1 reference",,http://www.wikidata.org/entity/Q7929240
2610,,,http://www.wikidata.org/entity/Q7931401
2611,"work period (start)
1962
1 reference",,http://www.wikidata.org/entity/Q7914980
2612,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7916222
2613,,,http://www.wikidata.org/entity/Q7918225
2614,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q7918259
2615,,,http://www.wikidata.org/entity/Q7919505
2616,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q7929297
2617,,,http://www.wikidata.org/entity/Q7929392
2618,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q7916120
2619,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q7908910
2620,,,http://www.wikidata.org/entity/Q7929571
2621,,,http://www.wikidata.org/entity/Q7914766
2622,,,http://www.wikidata.org/entity/Q7915915
2623,,,http://www.wikidata.org/entity/Q7915915
2624,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q7916497
2625,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q7917177
2626,,,http://www.wikidata.org/entity/Q7929277
2627,,,http://www.wikidata.org/entity/Q7917997
2628,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q7920155
2629,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q7928068
2630,,,http://www.wikidata.org/entity/Q7929362
2631,"work period (start)
1967
1 reference",,http://www.wikidata.org/entity/Q7931282
2632,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7931371
2633,"work period (start)
1941
1 reference",,http://www.wikidata.org/entity/Q7917036
2634,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7908688
2635,,,http://www.wikidata.org/entity/Q7908862
2636,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q7908871
2637,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q7908874
2638,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7916112
2639,,,http://www.wikidata.org/entity/Q7916350
2640,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q7917889
2641,"work period (start)
1996
0 references","work period (end)
2016
0 references",http://www.wikidata.org/entity/Q7920464
2642,,,http://www.wikidata.org/entity/Q7929311
2643,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q7918126
2644,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q7924596
2645,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q7928074
2646,,,http://www.wikidata.org/entity/Q7929087
2647,,,http://www.wikidata.org/entity/Q7929611
2648,,,http://www.wikidata.org/entity/Q7931259
2649,,,http://www.wikidata.org/entity/Q7908690
2650,,,http://www.wikidata.org/entity/Q7914885
2651,,,http://www.wikidata.org/entity/Q7918211
2652,,,http://www.wikidata.org/entity/Q7920466
2653,,,http://www.wikidata.org/entity/Q7929081
2654,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q7929207
2655,,,http://www.wikidata.org/entity/Q7929258
2656,,,http://www.wikidata.org/entity/Q7929299
2657,,,http://www.wikidata.org/entity/Q7931382
2658,,,http://www.wikidata.org/entity/Q7931400
2659,,,http://www.wikidata.org/entity/Q7929144
2660,"work period (start)
1939
1 reference",,http://www.wikidata.org/entity/Q7918070
2661,,,http://www.wikidata.org/entity/Q7908951
2662,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q7914385
2663,,,http://www.wikidata.org/entity/Q7916224
2664,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q7917979
2665,,,http://www.wikidata.org/entity/Q7929198
2666,,,http://www.wikidata.org/entity/Q7929326
2667,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q7929610
2668,,,http://www.wikidata.org/entity/Q7929265
2669,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7929268
2670,,,http://www.wikidata.org/entity/Q7914350
2671,,,http://www.wikidata.org/entity/Q7914348
2672,"work period (start)
2006
edit
1 reference
add value",,http://www.wikidata.org/entity/Q7917038
2673,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q12448876
2674,,,http://www.wikidata.org/entity/Q12454107
2675,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q13114162
2676,"work period (start)
1934
1 reference",,http://www.wikidata.org/entity/Q12447893
2677,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q12448010
2678,,,http://www.wikidata.org/entity/Q12449132
2679,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q13057124
2680,,,http://www.wikidata.org/entity/Q13003046
2681,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q13058958
2682,,,http://www.wikidata.org/entity/Q12566189
2683,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q13099213
2684,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q13113810
2685,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q13118805
2686,,,http://www.wikidata.org/entity/Q12641631
2687,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q12985900
2688,"work period (start)
2006
edit
1 reference
add value",,http://www.wikidata.org/entity/Q12721344
2689,"work period (start)
2010
edit
1 reference
add value",,http://www.wikidata.org/entity/Q12761322
2690,,,http://www.wikidata.org/entity/Q12977524
2691,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q12977914
2692,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q12983082
2693,,,http://www.wikidata.org/entity/Q12990068
2694,"work period (start)
1980
edit
1 reference
add value",,http://www.wikidata.org/entity/Q12446484
2695,,,http://www.wikidata.org/entity/Q12460817
2696,,,http://www.wikidata.org/entity/Q12452837
2697,,,http://www.wikidata.org/entity/Q13056865
2698,,,http://www.wikidata.org/entity/Q13059106
2699,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q13113818
2700,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q13114429
2701,,,http://www.wikidata.org/entity/Q13116483
2702,,,http://www.wikidata.org/entity/Q13122061
2703,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q12980818
2704,,,http://www.wikidata.org/entity/Q12999987
2705,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q13059245
2706,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q13010215
2707,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q13011628
2708,,,http://www.wikidata.org/entity/Q12976965
2709,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q12983083
2710,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q13112928
2711,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q13116374
2712,,,http://www.wikidata.org/entity/Q13120775
2713,,,http://www.wikidata.org/entity/Q13122020
2714,,,http://www.wikidata.org/entity/Q12999076
2715,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q13111295
2716,,,http://www.wikidata.org/entity/Q13111686
2717,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q13114379
2718,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q13116554
2719,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q13116685
2720,,,http://www.wikidata.org/entity/Q13117177
2721,,,http://www.wikidata.org/entity/Q12997551
2722,,,http://www.wikidata.org/entity/Q12975701
2723,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q12989013
2724,,,http://www.wikidata.org/entity/Q13010095
2725,,,http://www.wikidata.org/entity/Q13010641
2726,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q12975497
2727,,,http://www.wikidata.org/entity/Q13114689
2728,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q13118180
2729,"work period (start)
2004
0 references","work period (end)
2019
0 references",http://www.wikidata.org/entity/Q13118344
2730,,,http://www.wikidata.org/entity/Q13119819
2731,,,http://www.wikidata.org/entity/Q13112148
2732,"work period (start)
1961
1 reference",,http://www.wikidata.org/entity/Q13112914
2733,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q13115131
2734,,,http://www.wikidata.org/entity/Q13003366
2735,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q13114896
2736,,,http://www.wikidata.org/entity/Q13058130
2737,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q12997937
2738,,,http://www.wikidata.org/entity/Q13060080
2739,,,http://www.wikidata.org/entity/Q7933432
2740,,,http://www.wikidata.org/entity/Q7933532
2741,,,http://www.wikidata.org/entity/Q7933696
2742,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q11985045
2743,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q11679530
2744,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q11953202
2745,,,http://www.wikidata.org/entity/Q11766987
2746,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q8062173
2747,,,http://www.wikidata.org/entity/Q12053145
2748,,,http://www.wikidata.org/entity/Q8073152
2749,,,http://www.wikidata.org/entity/Q8075097
2750,,,http://www.wikidata.org/entity/Q11732870
2751,,,http://www.wikidata.org/entity/Q7932362
2752,"work period (start)
2005
edit
1 reference
add value",,http://www.wikidata.org/entity/Q7933572
2753,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q7937699
2754,,,http://www.wikidata.org/entity/Q8049765
2755,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q7932907
2756,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q7935937
2757,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7935988
2758,"work period (start)
1930
1 reference",,http://www.wikidata.org/entity/Q8049225
2759,,,http://www.wikidata.org/entity/Q8054364
2760,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q7932403
2761,"work period (start)
1958
1 reference",,http://www.wikidata.org/entity/Q7932741
2762,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q8062169
2763,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q7935927
2764,,,http://www.wikidata.org/entity/Q7937588
2765,,,http://www.wikidata.org/entity/Q7937602
2766,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q12061048
2767,,,http://www.wikidata.org/entity/Q7942575
2768,,,http://www.wikidata.org/entity/Q8074700
2769,,,http://www.wikidata.org/entity/Q12056218
2770,,,http://www.wikidata.org/entity/Q12066356
2771,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q12066944
2772,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q12059735
2773,,,http://www.wikidata.org/entity/Q7931656
2774,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q7932417
2775,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q8054369
2776,,,http://www.wikidata.org/entity/Q7937536
2777,,,http://www.wikidata.org/entity/Q7937603
2778,,,http://www.wikidata.org/entity/Q8064234
2779,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7932909
2780,,,http://www.wikidata.org/entity/Q7936007
2781,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q7936041
2782,"work period (start)
1977
0 references","work period (end)
2016
0 references",http://www.wikidata.org/entity/Q7936508
2783,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q7937517
2784,,,http://www.wikidata.org/entity/Q8049698
2785,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q8049696
2786,,,http://www.wikidata.org/entity/Q8050241
2787,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q8068593
2788,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q8048050
2789,,,http://www.wikidata.org/entity/Q10853677
2790,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q8064864
2791,,,http://www.wikidata.org/entity/Q9154912
2792,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q9017350
2793,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q10993792
2794,,,http://www.wikidata.org/entity/Q11058950
2795,,,http://www.wikidata.org/entity/Q9171622
2796,,,http://www.wikidata.org/entity/Q9154948
2797,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q8065108
2798,,,http://www.wikidata.org/entity/Q8064635
2799,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q9369646
2800,,,http://www.wikidata.org/entity/Q7933494
2801,,,http://www.wikidata.org/entity/Q10998459
2802,"work period (start)
1931
1 reference",,http://www.wikidata.org/entity/Q11108314
2803,,,http://www.wikidata.org/entity/Q9334057
2804,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q10948640
2805,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q10950087
2806,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q7935930
2807,"work period (start)
1969
1 reference","work period (end)
2016
0 references",http://www.wikidata.org/entity/Q11022281
2808,,,http://www.wikidata.org/entity/Q11056386
2809,"work period (start)
1957
1 reference",,http://www.wikidata.org/entity/Q11141002
2810,"work period (start)
1952
1 reference",,http://www.wikidata.org/entity/Q11056959
2811,,,http://www.wikidata.org/entity/Q10995988
2812,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q10976161
2813,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q10980180
2814,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q10989968
2815,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q11011658
2816,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q11792308
2817,,,http://www.wikidata.org/entity/Q11303319
2818,,,http://www.wikidata.org/entity/Q12062287
2819,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q12068128
2820,,,http://www.wikidata.org/entity/Q11457118
2821,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q7935972
2822,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q8046063
2823,,,http://www.wikidata.org/entity/Q12052907
2824,,,http://www.wikidata.org/entity/Q11854216
2825,,,http://www.wikidata.org/entity/Q8064629
2826,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q12067863
2827,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q12068847
2828,,,http://www.wikidata.org/entity/Q6749876
2829,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q6733789
2830,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6733983
2831,,,http://www.wikidata.org/entity/Q6735226
2832,,,http://www.wikidata.org/entity/Q6748637
2833,,,http://www.wikidata.org/entity/Q7653917
2834,,,http://www.wikidata.org/entity/Q7654049
2835,,,http://www.wikidata.org/entity/Q6749891
2836,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q7499250
2837,,,http://www.wikidata.org/entity/Q6733904
2838,,,http://www.wikidata.org/entity/Q7647021
2839,,,http://www.wikidata.org/entity/Q7650023
2840,,,http://www.wikidata.org/entity/Q7650479
2841,,,http://www.wikidata.org/entity/Q7653993
2842,,,http://www.wikidata.org/entity/Q7496685
2843,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q7499289
2844,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q7495297
2845,,,http://www.wikidata.org/entity/Q7499194
2846,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q7499333
2847,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q6148297
2848,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q7660350
2849,,,http://www.wikidata.org/entity/Q7496575
2850,,,http://www.wikidata.org/entity/Q7496767
2851,,,http://www.wikidata.org/entity/Q7499279
2852,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q7646359
2853,,,http://www.wikidata.org/entity/Q7648979
2854,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q7653824
2855,,,http://www.wikidata.org/entity/Q7653868
2856,,,http://www.wikidata.org/entity/Q7654044
2857,,,http://www.wikidata.org/entity/Q7658742
2858,,,http://www.wikidata.org/entity/Q7496022
2859,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q7496770
2860,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q7496760
2861,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q7499208
2862,,,http://www.wikidata.org/entity/Q7499260
2863,"work period (start)
1971
1 reference",,http://www.wikidata.org/entity/Q7648978
2864,,,http://www.wikidata.org/entity/Q7648987
2865,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q7668653
2866,,,http://www.wikidata.org/entity/Q7496769
2867,,,http://www.wikidata.org/entity/Q6749899
2868,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q7653831
2869,,,http://www.wikidata.org/entity/Q7653555
2870,,,http://www.wikidata.org/entity/Q7653822
2871,,,http://www.wikidata.org/entity/Q7653909
2872,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q7654043
2873,,,http://www.wikidata.org/entity/Q7668111
2874,,,http://www.wikidata.org/entity/Q7668604
2875,"work period (start)
1971
1 reference",,http://www.wikidata.org/entity/Q6150807
2876,,,http://www.wikidata.org/entity/Q6750434
2877,,,http://www.wikidata.org/entity/Q6733848
2878,"work period (start)
1949
0 references","work period (end)
2017
0 references",http://www.wikidata.org/entity/Q6122272
2879,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q6113138
2880,,,http://www.wikidata.org/entity/Q6750645
2881,,,http://www.wikidata.org/entity/Q6107303
2882,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q6161680
2883,,,http://www.wikidata.org/entity/Q6165311
2884,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q6167421
2885,,,http://www.wikidata.org/entity/Q6167450
2886,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q6167522
2887,,,http://www.wikidata.org/entity/Q6167565
2888,,,http://www.wikidata.org/entity/Q6128285
2889,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q6122336
2890,"work period (start)
1938
1 reference",,http://www.wikidata.org/entity/Q6124275
2891,,,http://www.wikidata.org/entity/Q6125865
2892,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6166404
2893,"work period (start)
1988
1 reference","work period (end)
2020
0 references",http://www.wikidata.org/entity/Q6167419
2894,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q6167494
2895,,,http://www.wikidata.org/entity/Q6744201
2896,,,http://www.wikidata.org/entity/Q6116757
2897,,,http://www.wikidata.org/entity/Q6121223
2898,"work period (start)
1999
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6123339
2899,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6123524
2900,,,http://www.wikidata.org/entity/Q6741434
2901,,,http://www.wikidata.org/entity/Q6137435
2902,,,http://www.wikidata.org/entity/Q6749787
2903,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6751173
2904,,,http://www.wikidata.org/entity/Q6150715
2905,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q6154824
2906,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6164373
