,Work_period_start,Work_period_end,Wiki_id
4216,,,http://www.wikidata.org/entity/Q21565070
4217,,,http://www.wikidata.org/entity/Q21565070
4218,"work period (start)
2007
edit
1 reference
add value",,http://www.wikidata.org/entity/Q21622842
4219,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q21872420
4220,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21672994
4221,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q22277644
4222,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q22280250
4223,,,http://www.wikidata.org/entity/Q21933970
4224,,,http://www.wikidata.org/entity/Q22006115
4225,,,http://www.wikidata.org/entity/Q22132878
4226,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q22007335
4227,,,http://www.wikidata.org/entity/Q21819113
4228,,,http://www.wikidata.org/entity/Q22276952
4229,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21933505
4230,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q21872587
4231,,,http://www.wikidata.org/entity/Q22279732
4232,,,http://www.wikidata.org/entity/Q22281323
4233,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q21933983
4234,,,http://www.wikidata.org/entity/Q22212814
4235,,,http://www.wikidata.org/entity/Q22279733
4236,,,http://www.wikidata.org/entity/Q22277050
4237,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q22278316
4238,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q22278481
4239,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q22276942
4240,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q22683046
4241,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q22277353
4242,,,http://www.wikidata.org/entity/Q22278421
4243,,,http://www.wikidata.org/entity/Q22278167
4244,,,http://www.wikidata.org/entity/Q22279858
4245,,,http://www.wikidata.org/entity/Q22227466
4246,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q22278149
4247,,,http://www.wikidata.org/entity/Q22278722
4248,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q22278958
4249,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q22279351
4250,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q22261221
4251,,,http://www.wikidata.org/entity/Q22276957
4252,,,http://www.wikidata.org/entity/Q22695816
4253,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q22910685
4254,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q22280325
4255,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q21932437
4256,,,http://www.wikidata.org/entity/Q21402960
4257,,,http://www.wikidata.org/entity/Q22132849
4258,,,http://www.wikidata.org/entity/Q22957835
4259,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q23712645
4260,"work period (start)
1952
1 reference",,http://www.wikidata.org/entity/Q23071201
4261,"work period (start)
2012
0 references",,http://www.wikidata.org/entity/Q23664631
4262,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q22959266
4263,,,http://www.wikidata.org/entity/Q22959785
4264,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q23008173
4265,,,http://www.wikidata.org/entity/Q23011125
4266,,,http://www.wikidata.org/entity/Q23664176
4267,,,http://www.wikidata.org/entity/Q22957818
4268,,,http://www.wikidata.org/entity/Q22958059
4269,,,http://www.wikidata.org/entity/Q23019144
4270,,,http://www.wikidata.org/entity/Q22950148
4271,,,http://www.wikidata.org/entity/Q22977403
4272,,,http://www.wikidata.org/entity/Q22977421
4273,,,http://www.wikidata.org/entity/Q23002613
4274,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q22958767
4275,,,http://www.wikidata.org/entity/Q23761449
4276,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q23761237
4277,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q23762752
4278,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q23772396
4279,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q22957833
4280,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q22958434
4281,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q22958496
4282,,,http://www.wikidata.org/entity/Q23007700
4283,,,http://www.wikidata.org/entity/Q23019141
4284,,,http://www.wikidata.org/entity/Q23007906
4285,,,http://www.wikidata.org/entity/Q23017965
4286,,,http://www.wikidata.org/entity/Q23019136
4287,,,http://www.wikidata.org/entity/Q23620694
4288,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q23664037
4289,,,http://www.wikidata.org/entity/Q23712687
4290,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q23712948
4291,,,http://www.wikidata.org/entity/Q23712898
4292,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q23712963
4293,,,http://www.wikidata.org/entity/Q23760821
4294,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q23761847
4295,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q23883894
4296,,,http://www.wikidata.org/entity/Q23712232
4297,,,http://www.wikidata.org/entity/Q23542650
4298,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q23727272
4299,,,http://www.wikidata.org/entity/Q23761350
4300,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q23761558
4301,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q23761826
4302,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q23762732
4303,,,http://www.wikidata.org/entity/Q23712634
4304,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q23664405
4305,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q23712228
4306,,,http://www.wikidata.org/entity/Q23731542
4307,,,http://www.wikidata.org/entity/Q23731526
4308,,,http://www.wikidata.org/entity/Q23762255
4309,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q23762720
4310,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q23712682
4311,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q23731499
4312,,,http://www.wikidata.org/entity/Q23542626
4313,,,http://www.wikidata.org/entity/Q23762262
4314,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q23664763
4315,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q23712261
4316,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q23760881
4317,,,http://www.wikidata.org/entity/Q23762756
4318,,,http://www.wikidata.org/entity/Q23703791
4319,,,http://www.wikidata.org/entity/Q23769885
4320,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q23769914
4321,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q23712240
4322,,,http://www.wikidata.org/entity/Q23712279
4323,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q23712245
4324,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q23712830
4325,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q23731521
4326,,,http://www.wikidata.org/entity/Q23744851
4327,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q23815609
4328,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q23731498
4329,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q23772429
4330,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q23881501
4331,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q23883361
4332,,,http://www.wikidata.org/entity/Q23879763
4333,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q23880611
4334,,,http://www.wikidata.org/entity/Q25189524
4335,"work period (start)
2017
1 reference",,http://www.wikidata.org/entity/Q24851854
4336,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q24572203
4337,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q25302654
4338,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q24701707
4339,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q24904806
4340,,,http://www.wikidata.org/entity/Q24906004
4341,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q24790750
4342,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q24641777
4343,"work period (start)
2012
edit
1 reference
add value",,http://www.wikidata.org/entity/Q25190348
4344,,,http://www.wikidata.org/entity/Q24851675
4345,,,http://www.wikidata.org/entity/Q24702961
4346,,,http://www.wikidata.org/entity/Q25300613
4347,,,http://www.wikidata.org/entity/Q25345112
4348,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q25686097
4349,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q24851439
4350,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q24950472
4351,,,http://www.wikidata.org/entity/Q25150777
4352,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q25004445
4353,,,http://www.wikidata.org/entity/Q25644167
4354,,,http://www.wikidata.org/entity/Q25175002
4355,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q25324910
4356,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q25345075
4357,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q25350277
4358,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q25350244
4359,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q25575107
4360,,,http://www.wikidata.org/entity/Q26391589
4361,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q26436265
4362,,,http://www.wikidata.org/entity/Q25585139
4363,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q25999385
4364,,,http://www.wikidata.org/entity/Q25999509
4365,"work period (start)
1975
1 reference","work period (end)
2016
0 references",http://www.wikidata.org/entity/Q25587527
4366,,,http://www.wikidata.org/entity/Q25588412
4367,"work period (start)
2020
1 reference",,http://www.wikidata.org/entity/Q26262245
4368,,,http://www.wikidata.org/entity/Q26271741
4369,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q25915881
4370,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q25915912
4371,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q25743422
4372,"work period (start)
2014
edit
1 reference
add value",,http://www.wikidata.org/entity/Q26221428
4373,,,http://www.wikidata.org/entity/Q26702554
4374,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q26501797
4375,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q25999310
4376,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q25999506
4377,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q25936005
4378,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q26210781
4379,,,http://www.wikidata.org/entity/Q26213685
4380,,,http://www.wikidata.org/entity/Q26689650
4381,,,http://www.wikidata.org/entity/Q26232782
4382,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q26271714
4383,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q26209534
4384,"work period (start)
2012
edit
1 reference
add value",,http://www.wikidata.org/entity/Q26221429
4385,,,http://www.wikidata.org/entity/Q26837236
4386,"work period (start)
2020
edit
0 references
add reference
add value",,http://www.wikidata.org/entity/Q26694830
4387,,,http://www.wikidata.org/entity/Q26483885
4388,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q26678277
4389,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q26702653
4390,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q26689623
4391,,,http://www.wikidata.org/entity/Q26702631
4392,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q26702628
4393,,,http://www.wikidata.org/entity/Q25541248
4394,,,http://www.wikidata.org/entity/Q25341439
4395,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q24751227
4396,,,http://www.wikidata.org/entity/Q24573502
4397,,,http://www.wikidata.org/entity/Q28005751
4398,,,http://www.wikidata.org/entity/Q27899159
4399,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q27062269
4400,,,http://www.wikidata.org/entity/Q27951129
4401,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q27176683
4402,,,http://www.wikidata.org/entity/Q27454341
4403,,,http://www.wikidata.org/entity/Q27063126
4404,,,http://www.wikidata.org/entity/Q27575744
4405,,,http://www.wikidata.org/entity/Q27582046
4406,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q27062853
4407,,,http://www.wikidata.org/entity/Q27113819
4408,,,http://www.wikidata.org/entity/Q27532937
4409,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q27843000
4410,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q27244492
4411,,,http://www.wikidata.org/entity/Q27101589
4412,,,http://www.wikidata.org/entity/Q27999334
4413,,,http://www.wikidata.org/entity/Q27922197
4414,,,http://www.wikidata.org/entity/Q27734983
4415,,,http://www.wikidata.org/entity/Q27565294
4416,,,http://www.wikidata.org/entity/Q28052027
4417,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q27734999
4418,"work period (start)
1990
0 references",,http://www.wikidata.org/entity/Q28094770
4419,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q27610500
4420,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q27956843
4421,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q27963246
4422,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q27978753
4423,,,http://www.wikidata.org/entity/Q27680845
4424,"work period (start)
1945
1 reference",,http://www.wikidata.org/entity/Q27824495
4425,,,http://www.wikidata.org/entity/Q27854128
4426,,,http://www.wikidata.org/entity/Q27656547
4427,,,http://www.wikidata.org/entity/Q27736846
4428,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q27662336
4429,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q27662972
4430,,,http://www.wikidata.org/entity/Q28055415
4431,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q27680805
4432,,,http://www.wikidata.org/entity/Q27917057
4433,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q27927841
4434,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q27825974
4435,,,http://www.wikidata.org/entity/Q27950776
4436,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q27859555
4437,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q28030846
4438,,,http://www.wikidata.org/entity/Q27849976
4439,,,http://www.wikidata.org/entity/Q27859546
4440,"work period (start)
2016
1 reference",,http://www.wikidata.org/entity/Q28088964
