,imdb_id,debut_films
1063,nm0151539,"[['1947', 'Namak', 'tt5155476'], ['1972', 'Parichay', 'tt0216067'], ['1964', 'Cha Cha Cha', 'tt0371598'], ['1964', 'Cha Cha Cha', 'tt0371598']]"
1064,nm1706602,"[['1984', 'Enakkul Oruvan', 'tt0319351']]"
1065,nm1467000,"[['2003', 'Boys', 'tt0373733']]"
1066,nm4416315,"[['2010', 'Comedy Circus Ke Superstars', 'tt10636430'], ['2018', 'Bharti Ka Show - Ana hi Padega', 'tt10985292'], ['2010', 'Comedy Circus Ke Superstars', 'tt10636430']]"
1067,nm0707270,"[['1982', 'Parajitha', 'tt1389537'], ['2012', 'Yadartha Prema Katha', 'tt14565452']]"
1068,nm1142498,"[['1983', 'Ek Jaan Hain Hum', 'tt0379272']]"
1069,nm4715473,"[['2011', 'Saarathi', 'tt5325878']]"
1070,nm1024997,"[['1980', 'Insaf Ka Tarazu', 'tt0080926'], ['1974', 'Ankur', 'tt0071145'], ['1977', 'Bhumika', 'tt0075747'], ['1974', 'Ankur', 'tt0071145']]"
1071,nm1531461,"[['1943', 'Maze Baal', 'tt8517432'], ['1954', 'Nastik', 'tt0232166'], ['1993', 'Shivrayachi Soon Tararani', 'tt0251995']]"
1072,nm4594209,"[['2006', 'Herbert', 'tt1084008'], ['2015', 'Natoker Moto: Like a Play', 'tt4614362'], ['2015', 'Natoker Moto: Like a Play', 'tt4614362'], ['2018', 'Iye the others', 'tt10681928']]"
1073,nm4114942,"[['2009', 'Abohomaan', 'tt1461674']]"
1074,nm4121177,"[['2004', 'Satyajiter Priyo Golpo', 'tt9060832'], ['2016', 'The Inmate', 'tt6433008'], ['2015', 'Piku', 'tt3767372']]"
1075,nm0223591,"[['1957', 'Maya Bazaar', 'tt0249795']]"
1076,nm0788395,"[['1985', 'Maut Ka Badla Maut', 'tt2971464']]"
1077,nm3766193,"[['2009', 'Bolo Raam', 'tt1584917']]"
1078,nm5862375,"[['2006', 'Kallarali Hoovagi', 'tt14333090'], ['2018', 'Johnny Johnny Yes Papa', 'tt7621972'], ['2020', 'Salaga', 'tt10415600'], ['2012', 'Addhuri', 'tt3133354']]"
1079,nm1144611,"[['1998', 'C.I.D.', 'tt0401916'], ['', 'Shaan', 'tt12708178'], ['', 'Shaan', 'tt12708178'], ['', 'Shaan', 'tt12708178']]"
1080,nm2064201,"[['2004', 'Leke Pehla Pehla Pyar', 'tt5377534']]"
1081,nm1516058,"[['1988-1989', 'Bharat Ek Khoj', 'tt0155424'], ['2017', 'Pragaash', 'tt7370012']]"
1082,nm4349094,"[['2010', 'Kabaddi Ikk Mohabbat', 'tt1852819']]"
1083,nm5433303,"[['2005', 'The Angrez', 'tt2612156']]"
1084,nm1242068,"[['1979', 'Aapli Manse', 'tt0246407'], ['2001', 'Shriyut Gangadhar Tipre', 'tt5908892'], ['2015', 'Mazhe Pati Saubhagyavati', 'tt14032692']]"
1085,nm1028168,"[['1996', 'Khiladiyon Ka Khiladi', 'tt0246729'], ['2010', 'Bigg Boss', 'tt1281973']]"
1086,nm0244038,"[['1913', 'Mohini Bhasmasur', 'tt0253250']]"
1087,nm1454678,"[['1999', 'Rockford', 'tt0261243'], ['1998', 'Hyderabad Blues', 'tt0195814'], ['2005', 'Iqbal', 'tt0453729'], ['2003', '3 Deewarein', 'tt0338490']]"
1088,nm3642393,"[['2001', 'Maayan', 'tt14641502']]"
1089,nm0008932,"[['1938', 'Double Cross', 'tt0156486'], ['1974', 'Aavishkar', 'tt0156258'], ['1975', 'Mili', 'tt0073391']]"
1090,nm2738079,"[['2005', 'C.I.D. Special Bureau', 'tt12073878'], ['', 'C.I.D.', 'tt0401916'], ['2012', 'C.I.D.', 'tt0401916'], ['2010', 'Jhalak Dikhhla Jaa', 'tt8389566']]"
1091,nm0971111,"[['1965', 'Tu Hi Meri Zindagi', 'tt1847735'], ['1983', 'Karate', 'tt0361793'], ['1983', 'Karate', 'tt0361793']]"
1092,nm5389240,"[['2011', 'Sawaare Sabke Sapne... Preeto', 'tt9125820'], ['2012', 'Star Dandiya Dhoom Machi Dhoom', 'tt2572792']]"
1093,nm0214355,"[['1980', 'Rishte-Naate', 'tt0453335'], ['1996', 'Little Soldiers', 'tt0266727'], ['2020', 'The Kapil Sharma Show', 'tt5747326'], ['1993', 'Shri Krishna', 'tt0268085']]"
1094,nm1596104,"[['1986', 'Ankush', 'tt0157316']]"
1095,nm1596432,"[['1993', 'Bharla Ha Malavat Raktan', 'tt12961852'], ['2000-2001', 'C.I.D.', 'tt0401916'], ['2005', 'C.I.D. Special Bureau', 'tt12073878']]"
1096,nm5935544,"[['2012-2014', 'Pyaar Ka Dard Hai Meetha Meetha Pyaara Pyaara', 'tt3248552'], ['2013', 'Saas Bahu Aur Saazish', 'tt2552918']]"
1097,nm1747510,"[['1981', 'Kudi Balidare Swargasukha', 'tt1389516'], ['2017', 'Bharjari Comedy', 'tt10306400']]"
1098,nm0222160,"[['1954', 'Rechukka', 'tt0256319']]"
1099,nm4734130,"[['2006', 'Manathodu Mazhaikalam', 'tt9042310']]"
1100,nm0474798,"[['1980', 'Fauji Chacha', 'tt0213647'], ['1993', 'Adalat', 'tt5281462'], ['1970', 'Raaton Ka Raja', 'tt0275616']]"
1101,nm1081117,"[['2001', 'Tera Mera Saath Rahen', 'tt0301250']]"
1102,nm1125787,"[['1964', 'Veera Sankalpa', 'tt0234972'], ['1977', 'Kittu Puttu', 'tt1364240'], ['1985', 'Nee Thanda Kanike', 'tt1394241'], ['1985', 'Nee Thanda Kanike', 'tt1394241']]"
1103,nm3131753,"[['2001', 'Ellara Mane Dosenu', 'tt14728336'], ['2012', 'Addhuri', 'tt3133354'], ['2016', 'Nagarahavu', 'tt6114952']]"
1104,nm1189762,"[['1997', 'Kya Baat Hai', 'tt6339948'], ['2004', 'The Great Indian Comedy Show', 'tt1471319'], ['2010', 'Adaalat', 'tt1943898']]"
1105,nm4829545,"[['2003', 'Raasta', 'tt0385977']]"
1106,nm1276079,"[['1993', 'Shri Krishna', 'tt0268085']]"
1107,nm3246201,"[['2008', 'Kis Desh Mein Hai Meraa Dil', 'tt1605277'], ['2008', 'C Kkompany', 'tt1170399']]"
1108,nm0455454,"[['1967', 'Taqdeer', 'tt0165973']]"
1109,nm1801750,"[['1997', 'Kamsin: The Untouched', 'tt1294177'], ['2013', 'Adaalat', 'tt1943898']]"
1110,nm8245509,"[['2003', 'Ammailu Abbailu', 'tt3402570'], ['2009', 'Pati Patni Aur Woh', 'tt2943764']]"
1111,nm0212541,"[['1971', 'Seemabaddha', 'tt0067729'], ['2016', 'Nosto Purush', 'tt7960466'], ['1992', 'Hirer Angti', 'tt0371712']]"
1112,nm1450924,"[['2001', 'C.I.D.', 'tt0401916'], ['2005', 'Nach Baliye', 'tt1127012']]"
1113,nm3612701,"[['1994', 'Emergency', 'tt3422326']]"
1114,nm1860211,"[['1981', 'Khawaja Ki Diwani', 'tt0373971']]"
1115,nm7484797,"[['1998', 'C.I.D.', 'tt0401916']]"
1116,nm1473802,"[['2003', 'Samay: When Time Strikes', 'tt0384491'], ['2015', 'Lion of Gujarat', 'tt4766960'], ['2018', '20th November Chhelo Chance: What Went Wrong', 'tt7658134'], ['2018', 'Pagalpanti', 'tt8423008']]"
1117,nm0214358,"[['1994', 'Hatim Tai', 'tt3811418'], ['2011', 'Yeh Dooriyan', 'tt1826051'], ['2011', 'Yeh Dooriyan', 'tt1826051'], ['2011', 'Yeh Dooriyan', 'tt1826051']]"
1118,nm4450033,"[['2006', 'In Thin Air', 'tt11300762'], ['2012', 'Zee Cine Awards 2012', 'tt2241739']]"
1119,nm3368991,"[['1960', 'Sri Lokanath', 'tt1402563']]"
1120,nm0659258,"[['1984', 'Giddh: The Vulture', 'tt0260928'], ['1993', 'Darr', 'tt0109555']]"
1121,nm0223506,"[['1989', 'Bava Bava Panneeru', 'tt0280464'], ['1997', 'Thoka leni pitta', 'tt8857442'], ['2001', 'Family Circus', 'tt0285084'], ['2010', 'Mouna Ragam', 'tt3402720']]"
1122,nm0151515,"[['2003', 'Kolangal', 'tt11501568'], ['1988', 'Trinetrudu', 'tt0246290'], ['1988', 'Nineteen Twenty One', 'tt0271675']]"
1123,nm3261450,"[['1998', 'C.I.D.', 'tt0401916'], ['2016-2018', 'Bigg Boss Kannada', 'tt2911448']]"
1124,nm5966981,"[['2011', 'Hello Memsaheb', 'tt4773212'], ['2005', 'Nach Baliye', 'tt1127012']]"
1125,nm3359107,"[['2002', 'Sathi', 'tt1390851'], ['2012', '100% Love', 'tt2579680'], ['2017', 'Boss 2', 'tt7066030'], ['2010', 'Natobar Notout', 'tt2137710']]"
1126,nm1004804,"[['1993', 'Pehla Nasha', 'tt0172980']]"
1127,nm0214240,"[['1956', 'Miss 56', 'tt1606794'], ['2006', 'The Making of Manzil', 'tt4486468'], ['2004', 'The Making of Moorat', 'tt4486320']]"
1128,nm0223560,"[['1979', 'Lahu Ke Do Rang', 'tt0151285']]"
1129,nm0765039,"[['1975', 'Deewaar', 'tt0072860'], ['1991', 'Ranbhoomi', 'tt0359876']]"
1130,nm0622732,"[['1977', 'Jallian Wala Bagh', 'tt0322814'], ['1995', 'Thhoda Sa Aasman', 'tt3820964'], ['1989', 'Mirza Ghalib: The Playful Muse', 'tt5926822'], ['1995', 'Thhoda Sa Aasman', 'tt3820964']]"
1131,nm1248561,"[['1982', 'Grihajuddha', 'tt0084027'], ['2013', 'Swabhoomi', 'tt3209244']]"
1132,nm0856890,"[['2005', 'Page 3', 'tt0443708'], ['1982', 'Gandhi', 'tt0083987'], ['1982', 'Gandhi', 'tt0083987'], ['1999', 'A Burden Of Love', 'tt10370460']]"
1133,nm2620148,"[['2007', 'Nanhe Jaisalmer: A Dream Come True', 'tt0845494']]"
1134,nm10625672,"[['2012', 'Karthigai Pengal', 'tt12229414']]"
1135,nm3359025,"[['2006', 'Agnishapath', 'tt4773074'], ['2017', 'Cockpit', 'tt7256854'], ['2017', 'Chaamp', 'tt6531872'], ['2012', 'Khokababu', 'tt2838554']]"
1136,nm0226770,"[['1989', 'Mappilai', 'tt0319817'], ['2003', 'C.I.D. Moosa', 'tt0377575'], ['1991', 'Vishnulokam', 'tt0292341'], ['2006', 'Pachakuthira', 'tt0808904']]"
1137,nm1118516,"[['1987', 'Pratighaat', 'tt0158107'], ['2013', 'Adaalat', 'tt1943898']]"
1138,nm0665544,"[['1948', 'Kariyawar', 'tt0213762'], ['1973', 'Man Alive', 'tt0404629'], ['2004', 'Weird Sex and Snowshoes: A Trek Through the Canadian Cinematic Psyche', 'tt0476505']]"
1139,nm5815769,"[['2006', 'Chalat musafir moh liyo re', 'tt14064086'], ['2012', 'Bigg Boss', 'tt1281973']]"
1140,nm1277428,"[['2001', 'Life Nahi Hai Ladoo', 'tt6114466'], ['2020', 'Pepper Chicken', 'tt12983052']]"
1141,nm5042676,"[['1990', 'Shubha Yathra', 'tt0278712'], ['2017', 'Power Paandi', 'tt6734886'], ['2006', 'Koffee with DD', 'tt10409190']]"
1142,nm0014081,"[['1982', 'Aadharshila', 'tt0177480'], ['1960', 'Patang', 'tt0374114'], ['2011', 'Ek Noor', 'tt1666631'], ['2020', 'Marvel Battleworld: Mystery of the Thanostones', 'tt12583300']]"
1143,nm0707362,"[['1985', 'Pratighatana', 'tt0250665'], ['2007', 'Evadithe Nakenti', 'tt1045839'], ['2007', 'Evadithe Nakenti', 'tt1045839']]"
1144,nm2544922,"[['1995', 'Gambler', 'tt0337625'], ['2001', 'Urf Professor', 'tt1784715'], ['1996', 'Chaahat', 'tt0172234']]"
1145,nm7705638,"[['1982', 'Njan Ekananu', 'tt0345712']]"
1146,nm0856897,"[['1971', 'Anubhav', 'tt0156290'], ['1978', 'Ghar', 'tt0077609']]"
1147,nm1241173,"[['2007', 'Om Shanti Om', 'tt1024943']]"
1148,nm5013482,"[['1995', 'Kaash', 'tt12650138'], ['2020', 'Mega Icons', 'tt9501266'], ['2012', 'Saas Bahu Aur Saazish', 'tt2552918']]"
1149,nm5882845,"[['2014', 'C.I.D.', 'tt0401916'], ['2008', 'Fear Factor: Khatron Ke Khiladi', 'tt6742294'], ['2013', 'Adaalat', 'tt1943898']]"
1150,nm0451207,"[['1969', 'Pyar Ka Mausam', 'tt0230670'], ['2015', 'Room: The Mystery', 'tt4865622'], ['1990', 'Tum Mere Ho', 'tt0173369'], ['2020', 'Faactory', 'tt13013820']]"
1151,nm5561838,"[['1975', 'Saloni', 'tt13711172'], ['2009', 'Love Ne Mila Di Jodi', 'tt12247134'], ['2009', 'Love Ne Mila Di Jodi', 'tt12247134'], ['2014', 'Box Cricket League', 'tt6141604']]"
1152,nm0787582,"[['1974', 'Garm Hava', 'tt0073034'], ['2013', 'Yeh Jawaani Hai Deewani', 'tt2178470'], ['2002-2004', 'Jeena Isi Ka Naam Hai', 'tt0989775']]"
1153,nm0268619,"[['1965', 'Zindagi Aur Maut', 'tt0155413']]"
1154,nm3977986,"[['2005', 'Yaraan Naal Baharaan', 'tt0454578'], ['1924', 'Haunted Hills', 'tt1001354']]"
1155,nm0796496,"[['1970', 'Garambicha Bapu', 'tt13099322']]"
1156,nm0245241,"[['1938', 'Laugh with Me', 'tt0416907']]"
1157,nm0006429,"[['1950', 'Paramanandayya Shishyula Katha', 'tt0279312']]"
1158,nm3373271,"[['1998', 'C.I.D.', 'tt0401916'], ['2014', 'Comedy Nights with Kapil', 'tt3402548']]"
1159,nm2697371,"[['2006', ""The Curse of King Tut's Tomb"", 'tt0464799'], ['2013', 'Band Baajaa Bride', 'tt9843074']]"
1160,nm0708000,"[['1932', 'Kalava', 'tt0307046'], ['1962', 'Deivathim Deivam', 'tt0214614']]"
1161,nm0060610,"[['1950', 'Tathapi', 'tt0043026']]"
1162,nm1463550,"[['1998', 'C.I.D.', 'tt0401916'], ['2004', 'The Great Indian Comedy Show', 'tt1471319']]"
1163,nm2138000,"[['2004', 'Tum Bin', 'tt6183362'], ['2009/I', ""Let's Dance"", 'tt1562361'], ['2019/II', 'Tina', 'tt8999670'], ['2019/II', 'Tina', 'tt8999670']]"
1164,nm2887354,"[['2004', 'Manini', 'tt5914652'], ['2014', 'Jhijhak Kaisi?', 'tt3819194']]"
1165,nm6134772,"[['2011', 'Mukti Bandhan', 'tt8783040']]"
1166,nm0269884,"[['1935', 'Noor-E-Yaman', 'tt0320176'], ['1933', 'Lal-e-Yaman', 'tt0262557'], ['1942', 'Jungle Princess', 'tt0332164'], ['1942', 'Jungle Princess', 'tt0332164']]"
1167,nm3987559,"[['1992', 'Tahalka', 'tt0423313']]"
1168,nm0202117,"[['1933', 'Lal-e-Yaman', 'tt0262557'], ['1947', 'Gul-e-Bakavali', 'tt0380397']]"
1169,nm3826757,"[['2002', 'Aadi', 'tt0907106']]"
1170,nm1271794,"[['2001', 'Naalo Vunna Prema', 'tt3394956']]"
1171,nm4920833,"[['2012', 'Second Show', 'tt2265539'], ['', 'Vrittham', 'tt9511810']]"
1172,nm1426323,"[['1990', 'In Harihar Nagar', 'tt0278501']]"
1173,nm0707399,"[['1977', 'Sneham', 'tt0156089'], ['1991', 'Teneteega', 'tt1579706'], ['1993', 'Madam', 'tt0252671'], ['1987', 'Damit Katha Adam Thirigindi', 'tt0788053']]"
1174,nm2590318,"[['2002', 'Kummalam', 'tt6539210'], ['2011', 'Kool', 'tt3172230'], ['2011', 'Kool', 'tt3172230'], ['2012', 'Romeo', 'tt3156316']]"
1175,nm2999515,"[['2003', 'Ghoonghat Ko Mat Khol', 'tt5462376'], ['2016/III', 'Others', 'tt7840500'], ['2012', 'Future to Bright Hai Ji', 'tt2253708'], ['2017', 'Dancing in the dark', 'tt7832118']]"
1176,nm1247401,"[['2002', 'Jalwa III: Baar Baar Dekho', 'tt6112294'], ['2002', 'Bitches & Beauty Queens: The Making of Miss India', 'tt0328892']]"
1177,nm3365956,"[['2005', 'Dil Kya Chahta Hai', 'tt7976930'], ['2003', 'The Speaking Hand: Zakir Hussain and the Art of the Indian Drum', 'tt6870254'], ['2005', 'Nach Baliye', 'tt1127012']]"
1178,nm3083829,"[['2011', 'Bhindi Baazaar', 'tt1667823']]"
1179,nm5003928,"[['2010', 'Na Ghar Ke Na Ghaat Ke', 'tt1620907'], ['2020', 'Rashode Mein Kaun Tha', 'tt12985800']]"
1180,nm1335704,"[['1992', 'Pappayude Swantham Appoos', 'tt0215031'], ['2014', 'Iyobinte Pusthakam', 'tt4186118']]"
1181,nm6404768,"[['2010', 'Maryada: Lekin Kab Tak?', 'tt7762818']]"
1182,nm3578897,"[['2005', 'Yehi Hai High Society', 'tt3568472'], ['2017', 'Wion 360° VR', 'tt12151052'], ['2015', 'Fear Factor: Khatron Ke Khiladi', 'tt6742294']]"
1183,nm0344015,"[['1995', 'Kattumarakaran', 'tt9015066'], ['2009', 'Raaz Pichhle Janam Ka', 'tt5960174']]"
1184,nm4910628,"[['2009', 'Bodhi P. Filmstar!', 'tt2389020'], ['2009', 'Bodhi P. Filmstar!', 'tt2389020'], ['2011', 'Royal Bengal Rahasya', 'tt2133312']]"
1185,nm0439827,"[['1998', 'Sukanya', 'tt0274292']]"
1186,nm1650168,"[['2000', 'Mujhe Tume Mohabbat', 'tt8093208'], ['2008', 'C Kkompany', 'tt1170399'], ['2005', 'Nach Baliye', 'tt1127012']]"
1187,nm2292877,"[['2006', 'Dil Diya Hai', 'tt0814082'], ['2015', 'Comedy Nights with Kapil', 'tt3402548']]"
1188,nm0465040,"[['1962', 'Hong Kong', 'tt2762900'], ['1953', 'Ponni', 'tt0261906']]"
1189,nm0049450,"[['1941', 'Parvati Kalyanam', 'tt0154997'], ['1938', 'Markandeya', 'tt0247507'], ['1933', 'Ramadasu', 'tt0277983'], ['1954', 'Rechukka', 'tt0256319']]"
1190,nm0051479,"[['1995', 'New York News', 'tt0112094'], ['2006', '2006 Independent Spirit Awards', 'tt0770704'], ['2006', 'Wrestling with Angels: Playwright Tony Kushner', 'tt0493081']]"
1191,nm0320880,"[['1975', 'Annadammula Anubandham', 'tt7152694'], ['1990', 'Indrajith', 'tt1579961'], ['1984', 'Merupudadi', 'tt0319852'], ['1984', 'Merupudadi', 'tt0319852']]"
1192,nm1726993,"[['2005', 'Cab Driver', 'tt0892746'], ['2016', 'Chee and T', 'tt4007666'], ['2020', 'The Sound of Identity', 'tt10156584'], ['2007', 'The 12th Satellite Awards', 'tt7165048']]"
1193,nm2395418,"[['2006', 'Bhagyalakshmi Bumper Draw', 'tt0978571'], ['2006', 'Zinda', 'tt0488906']]"
1194,nm0273815,"[['1968', 'Khilari', 'tt0063178'], ['1972', 'Baazigar', 'tt0339994'], ['1995', 'Veergati', 'tt0395802'], ['1993', 'Sir', 'tt0108144']]"
1195,nm0412676,"[['1962', 'Thayin Karunai', 'tt0230871'], ['1943', 'Radha Ramana', 'tt0368191'], ['1954', 'Bedara Kannappa', 'tt0273458'], ['1961', 'Kantheredu Nodu', 'tt1408018']]"
1196,nm0792901,"[['1957', 'Tumsa Nahin Dekha', 'tt0051117'], ['1956', 'Heer', 'tt0357736'], ['1964', 'Door Ki Awaaz', 'tt0214639'], ['1971', 'Elaan', 'tt0367695']]"
1197,nm1690484,"[['2002', 'Charlie Chaplin', 'tt7238390'], ['2009', 'Kola Kolaya Mundhirika', 'tt1506443'], ['2017', 'Yaadhumagi Nindraai', 'tt6908602'], ['2017', 'Yaadhumagi Nindraai', 'tt6908602']]"
1198,nm3559572,"[['2007', 'Chirutha', 'tt1105721'], ['2009', 'Boni', 'tt1552983'], ['2018', 'Bigg Boss Telugu', 'tt7805494']]"
1199,nm1574854,"[['2006', 'Veyyil', 'tt1045898'], ['1993', 'Gentleman', 'tt0482389'], ['1993', 'Gentleman', 'tt0482389'], ['2008', 'Kuselan', 'tt1273218']]"
1200,nm3749057,"[['2009', 'Anjaneyulu', 'tt1579526'], ['1996', 'Vinodam', 'tt1579904'], ['2012/I', 'Lovely', 'tt2334727']]"
1201,nm0196091,"[['1977', 'Smothered Voices', 'tt6049090'], ['1977', 'Shatranj Ke Khilari', 'tt0076696']]"
1202,nm1069416,"[['2000', 'Shree Ganesh', 'tt12447638']]"
1203,nm0595936,"[['1986', 'Veendum', 'tt0271858'], ['2009', 'Kelkkunnundo', 'tt2104052'], ['2009', 'Kelkkunnundo', 'tt2104052'], ['2009', 'Kelkkunnundo', 'tt2104052']]"
1204,nm0244334,"[['1941', 'Kurmai', 'tt0246742'], ['1949', 'Ret Mahal', 'tt8263064'], ['1956', 'Ham Sab Chor Hain', 'tt0231763']]"
1205,nm2536215,"[['2006', 'Vettaiyaadu Vilaiyaadu', 'tt0455829'], ['2006', 'Vettaiyaadu Vilaiyaadu', 'tt0455829'], ['2014', 'Inga Enna Solluthu', 'tt3460918'], ['2014', 'Inga Enna Solluthu', 'tt3460918']]"
1206,nm4742611,"[['1996', 'Musthaffaa', 'tt6749820']]"
1207,nm2128968,"[['2003', 'Pithamagan', 'tt0376076'], ['2014', 'Velmurugan Borewells', 'tt13098886'], ['2007', 'Madurai Veeran', 'tt13654596']]"
1208,nm3993149,"[['2010', 'Mel Karade Rabba', 'tt1694561'], ['2012', 'Cocktail', 'tt2168910'], ['2017', 'Manje Bistre', 'tt6705612'], ['2016', 'Ardaas', 'tt5565670']]"
1209,nm1276048,"[['1996', 'Loafer', 'tt0116898'], ['2003', 'Bhoot', 'tt0341266']]"
1210,nm1294558,"[['1999', 'Jahan Pyaar Mile', 'tt6380828'], ['2013', 'Saraswatichandra', 'tt2764752'], ['2011', ""India's Got Talent"", 'tt4197638']]"
1211,nm1017494,"[['1992', 'Anaam', 'tt0391741'], ['1989', 'Jaadugar', 'tt0097609'], ['2007', 'Swami', 'tt0984122'], ['2007', 'Swami', 'tt0984122']]"
1212,nm2817004,"[['2000', 'Kahaani Ghar Ghar Kii', 'tt1341970'], ['2008', 'Dus Ka Dum', 'tt1442411']]"
1213,nm2576006,"[['2002', 'The Legend of Bhagat Singh', 'tt0319736']]"
1214,nm1134580,"[['1984', 'Anubhava', 'tt0309290'], ['1978', 'Aparichita', 'tt8541250'], ['1981', 'Be-Shaque', 'tt1219317'], ['1991', 'Ajagajantara', 'tt10125812']]"
1215,nm1395581,"[['1999', 'Khwahish', 'tt0816024'], ['2010', 'Eat Pray Love', 'tt0879870'], ['2005', 'Showbiz India Xtreme', 'tt0452566']]"
1216,nm1033012,"[['1959', 'Goonj Uthi Shehnai', 'tt0156576'], ['2002', 'Agni Varsha', 'tt0326722'], ['1989', 'Aparanher Alo', 'tt0149694'], ['1971', 'Main Sunder Hoon', 'tt0234174']]"
1217,nm1093959,"[['1972', 'Punarjanmam', 'tt0288780']]"
1218,nm0423656,"[['1960', 'Hum Hindustani', 'tt0053928'], ['1975', 'Ranga Khush', 'tt1235441'], ['1975', 'Ranga Khush', 'tt1235441'], ['1989', 'Shehzaade', 'tt0359965']]"
1219,nm1411659,"[['2000', 'Pilots', 'tt0282843'], ['2005', 'Woman with a Video Camera', 'tt11755308']]"
1220,nm0433884,"[['1969', 'Kootu Kudumbam', 'tt0256861'], ['1997', 'Kadhanayakan', 'tt0355621'], ['2019', 'Lady Tiger', 'tt9537066']]"
1221,nm0435336,"[['1940', 'Uthama Puthiran', 'tt6269916']]"
1222,nm0747083,"[['1942', 'Basant', 'tt0138315'], ['1966', 'Uski Kahani', 'tt0157141'], ['1971', 'Anubhav', 'tt0156290'], ['2016', 'Naina Hain Pyase Mere', 'tt12488378']]"
1223,nm0052334,"[['1942/II', 'Mahakavi Kalidas', 'tt0234168'], ['2013', 'Apur Panchali', 'tt3438252']]"
1224,nm1011997,"[['1991', 'En Rasavin Manisile', 'tt0306772'], ['1991', 'En Rasavin Manisile', 'tt0306772'], ['2006', 'Pudhu Pettai', 'tt0459516']]"
1225,nm1517703,"[['1985', 'Kilippattu', 'tt0282657'], ['1999', 'Benaam', 'tt0315816']]"
1226,nm1315113,"[['1996', 'Lathi', 'tt4152086'], ['2006', 'Anuranan', 'tt0814012'], ['2008', ""Out in India: A Family's Journey"", 'tt1114727']]"
1227,nm0440231,"[['1981', 'Seethakoka Chilaka', 'tt0156059'], ['2007', 'Manikanda', 'tt1821536']]"
1228,nm2133977,"[['1961', 'Bhakta Kuchela', 'tt0252276']]"
1229,nm1498467,"[['1979', 'Kochu Kochu Thettukal', 'tt0244024']]"
1230,nm0436200,"[['1963', 'Saku Magalu', 'tt0250710']]"
1231,nm2872548,"[['2005', 'Sitam', 'tt4491586'], ['2005', 'Sitam', 'tt4491586'], ['2008', 'Jimmy', 'tt1228707'], ['2005', 'Sitam', 'tt4491586']]"
1232,nm1334389,"[['1998', 'Grama Panchayath', 'tt0273245'], ['2005', 'Immini Nalloraal', 'tt0448552'], ['2013', 'Punyalan Agarbattis', 'tt3387094'], ['2015', 'Amar Akbar Anthony', 'tt5082670']]"
1233,nm0419707,"[['1972', 'Pandanti Kapuram', 'tt0316376'], ['1990', 'Mera Pati Sirf Mera Hai', 'tt0363810'], ['2009', 'Billa', 'tt1525323'], ['2018', 'Guftagoo', 'tt8736312']]"
1234,nm0420100,"[['1985', 'Naane Raja Naane Manthiri', 'tt0320118'], ['2002', 'Seshu', 'tt2679702'], ['2019', 'Dorasani', 'tt10369210'], ['2004', 'Aptudu', 'tt3436078']]"
1235,nm1648829,"[['1996', 'April 19', 'tt0355208'], ['2013', 'Madarangi', 'tt13549412']]"
1236,nm3682633,"[['2006', 'Thalaimagan', 'tt6765460']]"
1237,nm0430772,"[['1952', 'Visappinte Vili', 'tt0214285']]"
1238,nm0958861,"[['1985', 'Holi', 'tt0087417'], ['2002', 'Agni Varsha', 'tt0326722'], ['2013', 'Block by Block', 'tt5286992']]"
1239,nm0097876,"[['1955', 'Raikamal', 'tt0048536']]"
1240,nm3217731,"[['2009', 'Wake Up Sid', 'tt1324059']]"
1241,nm0706953,"[['1982', 'Gandhi', 'tt0083987'], ['1996', 'Ghatak: Lethal', 'tt0116407'], ['2012', 'Arjun: The Warrior Prince', 'tt2404027'], ['2012', 'Arjun: The Warrior Prince', 'tt2404027']]"
1242,nm0992027,"[['1990', 'C.I.D.', 'tt0404843'], ['2013', 'A Moment of Pause', 'tt5281364'], ['2005', 'Karkash', 'tt3728376'], ['1990', 'C.I.D.', 'tt0404843']]"
1243,nm1241555,"[['1999', 'Ghadlay Bighadlay', 'tt5908772'], ['2005', 'Jatra: Hyalagaad Re Tyalagaad', 'tt1634331'], ['2005', 'Jatra: Hyalagaad Re Tyalagaad', 'tt1634331'], ['2021', 'Loose Long Shirt', 'tt14663196']]"
1244,nm0004467,"[['1959', 'Sipayi Kooturu', 'tt0369939'], ['1980', 'Mama Allula Saval', 'tt0187262'], ['1973', 'Bangaru Babu', 'tt0263099']]"
1245,nm1427780,"[['1976', 'Maa', 'tt0276309'], ['2006', 'Dhadkanein', 'tt0461200'], ['1996', 'Kudumbakodathi', 'tt0266708']]"
1246,nm1165337,"[['1979', 'Prem Jaal', 'tt2613212'], ['1979', 'Prem Jaal', 'tt2613212'], ['1986', 'Peechha Karro', 'tt0374117']]"
1247,nm0437791,"[['1996', 'Poove Unakkaga', 'tt2325915'], ['1990', 'Paattali Magan', 'tt12409906'], ['2013', 'Kammath & Kammath', 'tt2667690'], ['2012', 'Poola Rangadu', 'tt2112231']]"
1248,nm2852438,"[['2003', 'Wada Karo Nahin Chhodoge Tum', 'tt6179850']]"
1249,nm1942776,"[['1964', 'Qawwali Ki Raat', 'tt0176080'], ['2009', 'Siddharth: The Prisoner', 'tt1391894']]"
1250,nm1855147,"[['1996', 'Yarana', 'tt5639832'], ['2013', 'Monsoon Shootout', 'tt2198235'], ['2004', 'The Great Indian Comedy Show', 'tt1471319'], ['2012', 'Sadda Adda', 'tt1941638']]"
