,imdb_id,debut_films
1858,nm5299622,"[['2007', 'Sixer', 'tt14332876']]"
1859,nm4418628,"[['2010', 'The Bridge', 'tt1786687']]"
1860,nm0802369,"[['1992', 'Kal Ki Awaz', 'tt0158694']]"
1861,nm0621254,"[['1974', 'Jab Andhera Hota Hai', 'tt0370796'], ['1983', 'Kissi Se Na Kehna', 'tt0244590'], ['1981', 'Naseeb', 'tt0082797']]"
1862,nm0040892,"[['1931', 'Dena Paona', 'tt0154387'], ['1935', 'Bhikharan', 'tt0154224'], ['1931', 'Chasher Meye', 'tt0390965']]"
1863,nm4992002,"[['2012', 'Bittoo Boss', 'tt2347289'], ['2015', 'Comedy Nights with Kapil', 'tt3402548']]"
1864,nm0411539,"[['1983/I', 'Coolie', 'tt0085361'], ['1997', 'Hindustani', 'tt3825030'], ['2011', 'I Am Singh', 'tt1504687'], ['2011', 'I Am Singh', 'tt1504687']]"
1865,nm1857553,"[['1967', 'Nayika Sangbad', 'tt0151728'], ['1967', 'Nayika Sangbad', 'tt0151728'], ['1983', 'Arohan', 'tt0083575'], ['2019', 'If Not for You', 'tt10418976']]"
1866,nm2586010,"[['2001', 'Avantika', 'tt5642130'], ['2009', 'Hai Kai Nai Kai', 'tt5850044'], ['2009', 'Hai Kai Nai Kai', 'tt5850044'], ['2014', 'Vinay Ek Vadal', 'tt5914548']]"
1867,nm0595914,"[['1997', 'Kadhalukku Mariyadhai', 'tt0316078']]"
1868,nm8670999,"[['2016', 'Diya Aur Baati Hum', 'tt2570866'], ['2019', 'By Invite Only', 'tt11622288']]"
1869,nm0695910,"[['1995', 'Lok Parlok', 'tt4978826']]"
1870,nm3760044,"[['1993', 'Varasudu', 'tt0306186'], ['2011', 'Asl plz', 'tt2203156']]"
1871,nm4967520,"[['2000', 'Dr. Babasaheb Ambedkar', 'tt0270321'], ['2017', 'Gachchi', 'tt7671392'], ['2015', 'Mirchi With Cochya', 'tt9670820']]"
1872,nm0707502,"[['1964', 'Haqeeqat', 'tt0154565'], ['1986', 'Haathon Ki Lakeeren', 'tt0154559']]"
1873,nm6054963,"[['2010', 'Ishaan', 'tt12651104']]"
1874,nm0154146,"[['1992', 'Purushottam', 'tt1422730'], ['1968', 'Chhotto Jignasa', 'tt0290523'], ['1992', 'Purushottam', 'tt1422730'], ['2011', 'Chaplin', 'tt2040306']]"
1875,nm0701112,"[['1936', 'Sampoorna Ramayanam', 'tt0272287']]"
1876,nm1150184,"[['1956', 'Rangoon Radha', 'tt0326046']]"
1877,nm3601386,"[['2006', 'Mayajalam', 'tt1606289']]"
1878,nm3938215,"[['2010', 'Sufi Paranja Katha', 'tt1671738'], ['2010', 'Sufi Paranja Katha', 'tt1671738'], ['', 'Janaki', 'tt1670249']]"
1879,nm3387048,"[['2001', 'Onnaman', 'tt0288153'], ['2015', 'Papanasam', 'tt4429128'], ['2018', 'Aadhi', 'tt6109124'], ['2018', 'Aadhi', 'tt6109124']]"
1880,nm2047635,"[['1991', 'Ek Full Chaar Half', 'tt5502918']]"
1881,nm4119079,"[['2001', 'Thavasi', 'tt1740549']]"
1882,nm3243788,"[['2004', 'Remix', 'tt2263510']]"
1883,nm1320308,"[['1981', 'Ek Hi Bhool', 'tt0259996'], ['2015', 'Uppi 2', 'tt4833824'], ['2008', 'Premer Kahini', 'tt1401622'], ['2010', 'Pancharangi', 'tt2359746']]"
1884,nm3444244,"[['2006', 'Veyyil', 'tt1045898']]"
1885,nm3126754,"[['2001', 'Dishayen', 'tt0397143'], ['2011', 'Damadamm!', 'tt1503640'], ['2004', 'The Great Indian Comedy Show', 'tt1471319']]"
1886,nm0654914,"[['1938', 'Malapilla', 'tt0259415'], ['1938', 'Malapilla', 'tt0259415']]"
1887,nm0201955,"[['1987', 'Hiraasat', 'tt1002683']]"
1888,nm1399162,"[['1999', 'Bayko Aali Badloon', 'tt13445790'], ['2019/I', 'The Doorbell', 'tt10633186'], ['1989', 'Rangoli', 'tt0389674']]"
1889,nm3427803,"[['1994', 'Vishwavinayak', 'tt0111631']]"
1890,nm0151531,"[['1962', 'Viyarpintae Vila', 'tt0253907'], ['1984', 'Kodathi', 'tt0269845'], ['1984', 'Kodathi', 'tt0269845']]"
1891,nm0698116,"[['1967', 'Wahan Ke Log', 'tt0155370']]"
1892,nm1057856,"[['1988', 'Ashi Hi Banwa Banwi', 'tt0267277'], ['2020/III', 'Close to You', 'tt13517186']]"
1893,nm0464521,"[['1969', 'Aadmi Aur Insaan', 'tt0158449'], ['1981', 'Prem Geet', 'tt0313495'], ['2001', 'Bombay Girls', 'tt0315849'], ['2011', 'Dil Toh Baccha Hai Ji', 'tt1727496']]"
1894,nm0419691,"[['1977', 'Paheli', 'tt0165907']]"
1895,nm5198930,"[['2009', 'Little Krishna', 'tt1629042']]"
1896,nm0695193,"[['1931', 'Toofani Tiruni', 'tt0242045'], ['2002', 'Karz: The Burden of Truth', 'tt0342624']]"
1897,nm5236786,"[['2013', 'Saheb Biwi Aur Gangster Returns', 'tt2362778'], ['2009', 'Bigg Boss', 'tt1281973']]"
1898,nm4801426,"[['2000', 'Mugavari', 'tt1388441'], ['2011', 'Nanjupuram', 'tt4328084'], ['2021', 'Ticket', 'tt6797046']]"
1899,nm5898593,"[['2010', 'Bandini', 'tt2943834']]"
1900,nm3591550,"[['2009', 'Vaamanan', 'tt1503184']]"
1901,nm2099601,"[['2005', ""Neal 'N' Nikki"", 'tt0470869']]"
1902,nm1024101,"[['2001', 'Tum Bin...: Love Will Find a Way', 'tt0290326'], ['2007', 'The Last Lear', 'tt1039969'], ['2013', 'Swabhoomi', 'tt3209244']]"
1903,nm0066072,"[['1998', ""Don't Explain"", 'tt0173773'], ['2009', 'Kosu', 'tt1523316'], ['2004', 'The Bourne Supremacy', 'tt0372183'], ['2004', 'Independent Lens', 'tt0486531']]"
1904,nm1030307,"[['1992', 'Tilak', 'tt0963204'], ['2003', 'Aanch', 'tt0389726'], ['2003', 'Aanch', 'tt0389726'], ['2009', 'Road to Sangam', 'tt1471247']]"
1905,nm1111221,"[['1973', 'Sollathan Ninaikiren', 'tt0155191']]"
1906,nm0692586,"[['1997', 'Pelli Chesukundam', 'tt1086714'], ['1993', 'Rakshana', 'tt1579682'], ['2005', 'Sravanamasam', 'tt1579877']]"
1907,nm0616111,"[['1984', 'Buniyad', 'tt14297060'], ['1991', 'Dastak', 'tt14592302']]"
1908,nm1241910,"[['1992', 'Parivartan', 'tt6179724'], ['1995', 'Oh Darling Yeh Hai India', 'tt0114031'], ['2011', 'Bhindi Baazaar', 'tt1667823']]"
1909,nm1576905,"[['1997', 'Soni Kudi', 'tt6209548'], ['2015', 'Bigg Boss', 'tt1281973']]"
1910,nm1327322,"[['1999', 'Hip Hip Hurray', 'tt1634526'], ['2011', 'Bibek', 'tt2075124'], ['2016', 'Leeches', 'tt5127686'], ['2008/I', 'The Mole', 'tt1362101']]"
1911,nm1045029,"[['2000', 'Choo Lenge Akash', 'tt0409821'], ['2018-2019', 'Box Cricket League', 'tt6141604']]"
1912,nm3046678,"[['2000', 'Shubhavela', 'tt1248239']]"
1913,nm0711707,"[['1977', 'Vezhambal', 'tt0187582'], ['1985', 'Revenge', 'tt0275629']]"
1914,nm0710206,"[['1941', 'Ashok Kumar', 'tt0157332']]"
1915,nm1631667,"[['2001', 'Mogali Puvvu', 'tt3261190'], ['2000', 'Kaho Naa... Pyaar Hai', 'tt0234000']]"
1916,nm1693209,"[['1973', 'Abachurina Post Office', 'tt0233148'], ['1985', 'Parameshi Prema Prasanga', 'tt1342409']]"
1917,nm0788903,"[['1996', 'Maachis', 'tt0116950']]"
1918,nm0048002,"[['1983', 'Masoom', 'tt0085913'], ['1977', 'Godhuli', 'tt0076089'], ['1996', 'Jaya Ganga', 'tt0116687']]"
1919,nm0714775,"[['1951', 'Aada Janma', 'tt0282337'], ['1973', 'Keemat', 'tt0245994']]"
1920,nm5984985,"[['1977', 'Babruvahana', 'tt0233270']]"
1921,nm1135609,"[['1967', 'Pavappettaval', 'tt0255469']]"
1922,nm0474859,"[['1977', 'Khoon Pasina', 'tt0076259'], ['1977', 'Khoon Pasina', 'tt0076259'], ['1978', 'Desh Videsh', 'tt0182971'], ['2002', 'Mr. and Mrs. Iyer', 'tt0329393']]"
1923,nm0700876,"[['1982', 'Nikaah', 'tt0158827'], ['1997', 'Ishq Na Pooche Jaat', 'tt2771730'], ['1990', 'Kujh Khatta Kujh Mittha', 'tt14296646']]"
1924,nm0707445,"[['1941', 'Kurmai', 'tt0246742'], ['1949', 'Mahal', 'tt0041619']]"
1925,nm1272848,"[['2002', 'Idiot', 'tt1606248'], ['2012', 'Addhuri', 'tt3133354']]"
1926,nm2560181,"[['1998', 'Tholi Prema', 'tt0248547'], ['2002', 'Allari', 'tt3387140'], ['2002', 'Allari', 'tt3387140'], ['2002', 'Allari', 'tt3387140']]"
1927,nm1767027,"[['1981', 'Silsila', 'tt0083081'], ['2014', 'Boogie Woogie', 'tt0401914']]"
1928,nm1059615,"[['2006', 'Hum Bal Brahmachari Tu Kanya Kunwari', 'tt12754204'], ['1992', 'Khiladi', 'tt0104605'], ['2002', 'The Legend of Bhagat Singh', 'tt0319736']]"
1929,nm4363856,"[['1991', 'En Rasavin Manisile', 'tt0306772'], ['1989', 'Ennai Petha Raasa', 'tt0288513'], ['1993', 'Aranmanai Kili', 'tt0317091'], ['1995', 'Ellaame En Raasa Thaan', 'tt0317419']]"
1930,nm1555152,"[['1989', 'Maine Pyar Kiya', 'tt0100095'], ['2008', 'Kaafir', 'tt1934297'], ['2005', 'The Great Indian Laughter Challenge', 'tt5248728']]"
1931,nm1585698,"[['2000', 'Woh Mera Hoga', 'tt5578054'], ['2008', 'Rehmaan Sahab Ko Phone Karna Hai', 'tt2082411'], ['2006', 'Jodee Kamaal Ki', 'tt9646316']]"
1932,nm0033243,"[['1986', 'Sundara Swapnagalu', 'tt0155220'], ['2002', 'Enge Enathu Kavithai', 'tt8948278'], ['', 'Butterfly', 'tt7994168'], ['2012', 'Kannadada Kotyadhipathi', 'tt10189280']]"
1933,nm0710045,"[['1975', 'Ramaiah Thandri', 'tt0371114']]"
1934,nm2209264,"[['1976/II', 'Laila Majnu', 'tt0266712'], ['2011', 'Saheb Biwi Aur Gangster', 'tt2073070'], ['2007', 'A Never Ending Story', 'tt3459108'], ['1986', 'Rimjhim Geeton Ki', 'tt4810728']]"
1935,nm0710623,"[['1966', 'Bhakta Potana', 'tt0317152'], ['1966', 'Bhakta Potana', 'tt0317152']]"
1936,nm3559559,"[['2002', 'Seema Simham', 'tt1583363']]"
1937,nm3999518,"[['2009', 'Well Done Abba!', 'tt1397492'], ['', 'Paravasamayye..', 'tt9642472'], ['2014', 'Extra Jabardasth', 'tt9811294']]"
1938,nm0422567,"[['1984', 'Party', 'tt0248289'], ['2005', 'Paheli', 'tt0451850']]"
1939,nm0712433,"[['1990', 'Karthavyam', 'tt0250463'], ['2013', 'Balupu', 'tt2654480'], ['1996', 'Ninne Pelladatha', 'tt0359750'], ['2013', 'Mantra 2', 'tt4226854']]"
1940,nm0884872,"[['1989', 'Swagatham', 'tt0354074'], ['1986', 'Revathikkoru Pavakkutty', 'tt0292209'], ['2016', 'Autobiography of a Stray Dog', 'tt6232880']]"
1941,nm1468427,"[['2000', 'Alai Payuthey', 'tt0242256']]"
1942,nm0438497,"[['1983', 'Ek Jaan Hain Hum', 'tt0379272'], ['1991', 'Henna', 'tt0121352'], ['1981', 'Biwi-O-Biwi', 'tt0266333'], ['1996', 'PremGranth', 'tt0117374']]"
1943,nm0066075,"[['1976', 'Bonga', 'tt10497580'], ['2010', 'Asa Mi Tasa Mi', 'tt7288834'], ['1984', 'Ek Nai Paheli', 'tt0154446'], ['1994', 'Zabaan Sambhal Ke', 'tt0432469']]"
1944,nm6127852,"[['2009', 'Gilli', 'tt14188920'], ['2014', 'Comedy Nights with Kapil', 'tt3402548'], ['2021', 'Jass Manak, Manak-E, Nikhita Gandhi: Jee Ni Karda', 'tt14538830']]"
1945,nm0708218,"[['1990', 'Jagadeka Veerudu Athiloka Sundari', 'tt0187178']]"
1946,nm4715470,"[['2008', 'Neenyare', 'tt14236680']]"
1947,nm2829969,"[['1998', 'C.I.D.', 'tt0401916'], ['2010', 'Comedy Circus Ke Superstars', 'tt10636430'], ['2020', 'BIG BOSS BIGG BOSS BIG BOSS PART 2', 'tt11792060']]"
1948,nm3237901,"[['1998', 'The Outhouse', 'tt5955278']]"
1949,nm0665550,"[['1983', 'Heat and Dust', 'tt0084058'], ['1988', 'Pestonjee', 'tt0095857'], ['1986', 'Khamosh', 'tt0089413'], ['2017', ""The Insider's Watchlist"", 'tt6866070']]"
1950,nm0331597,"[['1995', 'Oh Darling Yeh Hai India', 'tt0114031'], ['2011', 'Chhotu', 'tt2101563']]"
1951,nm0755093,"[['1990', 'Maulana Abul Kalam Azad', 'tt1846179'], ['1983', 'Andhaa Kaanoon', 'tt0085165'], ['1983', 'Andhaa Kaanoon', 'tt0085165'], ['2005', 'Nach Baliye', 'tt1127012']]"
1952,nm4273820,"[['1996', 'Rambantu', 'tt0249904']]"
1953,nm0437781,"[['1982', 'Vakil Babu', 'tt0262866'], ['2007', 'Muni', 'tt4102346'], ['1999', 'Thodarum', 'tt0274959'], ['1994', 'Gopalaa', 'tt0482045']]"
1954,nm1682953,"[['1987', 'Chinna Poove Mella Pesu', 'tt2148420']]"
1955,nm6151581,"[['1997', 'Aahwanam', 'tt4899202']]"
1956,nm1043431,"[['1992', 'Purushotthama', 'tt8448566'], ['2006', 'Mohini 9886788888', 'tt4193956']]"
1957,nm1023932,"[['2001', 'Tum Bin...: Love Will Find a Way', 'tt0290326'], ['2013', 'Nach Baliye', 'tt1127012']]"
1958,nm0060629,"[['1981', 'Chashme Buddoor', 'tt0082162'], ['1990', 'Kujh Khatta Kujh Mittha', 'tt14296646']]"
1959,nm0438496,"[['1990', 'Agar Aisa Ho To', 'tt5638394'], ['1999', 'Star Bestsellers: Shuruaat', 'tt12132806'], ['2008', 'Hulla', 'tt1314274'], ['1994', 'Didi', 'tt10709276']]"
1960,nm0707471,"[['2012-2013', 'My Name Is Mangamma', 'tt12270088'], ['1954', 'Subah Ka Tara', 'tt0392803'], ['1988', 'Hack-O-Lantern', 'tt0093135'], ['2012/IV', 'Good Morning', 'tt12927070']]"
1961,nm1560684,"[['1994', 'Banegi Apni Baat', 'tt1692200'], ['2003', 'Aap Ke Deewane Hain', 'tt5547006'], ['2008', 'Bigg Boss', 'tt1281973']]"
1962,nm2543525,"[['1973', 'Zanjeer', 'tt0070947'], ['1971', 'Chyornaya Gora', 'tt0067886'], ['1983', 'Ghungroo', 'tt0349488'], ['1992', 'Zindagi Ek Juaa', 'tt0105897']]"
1963,nm1131934,"[['1978', 'Chandoba Chandoba Bhaglas Ka', 'tt13491700']]"
1964,nm1796390,"[['2004', '7/G Rainbow Colony', 'tt0439418']]"
1965,nm3554895,"[['1996', 'Devaraagam', 'tt0186956']]"
1966,nm1798320,"[['2004', 'Hava Aney Dey', 'tt0440463']]"
1967,nm1199508,"[['1985', 'Janam', 'tt0156632'], ['2010', 'Abhilasha', 'tt14491080'], ['2010', 'Abhilasha', 'tt14491080'], ['1993', 'Dil Tera Aashiq', 'tt0106725']]"
1968,nm0043368,"[['1939', 'Thokar', 'tt0232798']]"
1969,nm1024686,"[['1993', 'Tahqiqaat', 'tt0448790'], ['2003', 'Kaadhal Konden', 'tt0375880']]"
1970,nm1679254,"[['1998', 'Mr Puttaswamy', 'tt10569456'], ['2012', 'Romeo', 'tt3156316'], ['2016', 'Apoorva', 'tt4526792'], ['2016', 'Weekend with Ramesh', 'tt5636354']]"
1971,nm1671375,"[['1999', 'Gubbare', 'tt2519102'], ['2006', 'Yanda Kartavya Aahe', 'tt0845554']]"
1972,nm0047009,"[['1933', 'Yahudi Ki Ladki', 'tt0155398']]"
1973,nm0716839,"[['1946', 'Shahjehan', 'tt0038931']]"
1974,nm0707723,"[['1978', 'Chalicheemalu', 'tt8706622']]"
1975,nm2433460,"[['2006', 'Devadasu', 'tt0884855'], ['2018', 'Hello Guru Prema Kosame', 'tt8072400'], ['2011', 'Prematho Mee Lakshmi', 'tt1849553'], ['2021', 'Saketh & Keerthana Sharma: Dinchak', 'tt13967418']]"
1976,nm0612334,"[['1971', 'Interview', 'tt0067252'], ['1985', 'Bhalobasa Bhalobasa', 'tt0237036'], ['2009', 'Kaalbela', 'tt1390842']]"
1977,nm0712259,"[['1990/I', 'Judgement', 'tt0275439']]"
1978,nm0457410,"[['1992', 'Giraft', 'tt4428606'], ['2009', 'Vijay Bihari Mafia', 'tt5237716'], ['2007', 'Gangotri', 'tt1328620'], ['2009', 'Tränen lachen', 'tt1380229']]"
1979,nm0579767,"[['1968', 'Suman', 'tt7456806']]"
1980,nm0613417,"[['1965', 'Johar-Mehmood in Goa', 'tt0231827'], ['2002', 'Ek Aur Visphot', 'tt0482305'], ['1994', '1942: A Love Story', 'tt0109010'], ['1987', 'Raj Kapoor', 'tt0483785']]"
1981,nm0838455,"[['1945', 'Tadbir', 'tt0214182']]"
1982,nm2517742,"[['1995', 'Param Vir Chakra', 'tt0940893'], ['2017', 'The Kapil Sharma Show', 'tt5747326']]"
1983,nm0839045,"[['1983', 'Sadma', 'tt0086230'], ['1992', 'Roja', 'tt0105271'], ['2008', 'Aegan', 'tt1311638'], ['2021', 'Kabza', 'tt11364772']]"
1984,nm0557625,"[['1969', 'Shart', 'tt0176134']]"
1985,nm3812425,"[['2006', 'Manoranjan: The Entertainment', 'tt1351650']]"
1986,nm0708023,"[['1966', 'Chilaka Gorinka', 'tt0213555'], ['2010', 'Mouna Ragam', 'tt3402720']]"
1987,nm0897197,"[['1976', 'Aarambh', 'tt0178200'], ['1977', 'Taxi Taxie', 'tt0316733'], ['1991', 'Dastak', 'tt14592302']]"
1988,nm3368619,"[['1979', 'Jharh', 'tt0214816']]"
1989,nm3542089,"[['1993', 'Cinemala', 'tt0396297'], ['2018', 'Panchavarnathatha', 'tt7450346'], ['2018', 'Panchavarnathatha', 'tt7450346'], ['2015', 'Punchirikku Parasparam', 'tt5601546']]"
1990,nm0709786,"[['1946', 'Room No. 9', 'tt7027572'], ['1950', 'Jan Pahchan', 'tt0386542'], ['1964', 'Cha Cha Cha', 'tt0371598']]"
1991,nm0719562,"[['1985', 'Muthal Mariyathai', 'tt0089646']]"
1992,nm3168155,"[['2005', 'Kyaa Kool Hai Hum', 'tt0456500'], ['2010', 'MTV Girls Night Out', 'tt13347996']]"
1993,nm3575176,"[['2005-2007', 'C.I.D.', 'tt0401916'], ['2006', ""India's Best Cinestars Ki Khoj"", 'tt8769776']]"
1994,nm5294556,"[['2005', 'Kanda Naal Mudhal', 'tt0808892']]"
1995,nm2635648,"[['2006', ""Jaana... Let's Fall in Love"", 'tt0945349'], ['2011', 'Acharya', 'tt2055577'], ['2007', 'Heyy Babyy', 'tt0806088']]"
1996,nm4047586,"[['2010', 'Comedy Circus Ka Jadoo', 'tt10655484'], ['2017', 'A.I.SHA: My Virtual Girlfriend', 'tt5745872'], ['2003', 'MTV Roadies', 'tt5017396'], ['2003', 'MTV Roadies', 'tt5017396']]"
1997,nm0707352,"[['1980', 'Seeta Labkush', 'tt1411781']]"
1998,nm1142489,"[['1946', 'Shahjehan', 'tt0038931'], ['2004', 'Shukriya: Till Death Do Us Apart', 'tt0435390']]"
1999,nm0222144,"[['1979', 'Jurmana', 'tt0079382'], ['2010', 'Fear Factor: Khatron Ke Khiladi', 'tt6742294']]"
2000,nm2955107,"[['2005/II', 'It Happened One Night', 'tt11026242'], ['2005/II', 'It Happened One Night', 'tt11026242'], ['2011', 'No One Killed Jessica', 'tt1734110'], ['2004', 'Black Friday', 'tt0400234']]"
2001,nm0536799,"[['1998', 'Captain Vyom', 'tt4631018'], ['2019', 'WWE 2K20', 'tt10791186'], ['2006', 'Taccuino indiano', 'tt0878830']]"
2002,nm2874992,"[['1999', 'Chandaal Atma', 'tt1161409']]"
2003,nm1798029,"[['2003', 'Waisa Bhi Hota Hai Part II', 'tt0387678']]"
2004,nm0894348,"[['1987', 'Chunauti', 'tt0395851'], ['2014', 'Ebn-e-Batuta', 'tt3498078']]"
2005,nm0438494,"[['1989', 'Khayal Gatha', 'tt0246727'], ['1994', 'Tarana', 'tt0379541'], ['1997', 'Private Detective: Two Plus Two Plus One', 'tt0379459'], ['2009', 'Raat Gayi, Baat Gayi?', 'tt1210356']]"
2006,nm0707402,"[['1958', 'Sadhna', 'tt0052154']]"
2007,nm0315917,"[['1961', 'Megh', 'tt0214942'], ['1974', 'Sadhu Judhishthirer Karcha', 'tt0215140'], ['1980', 'Paka Dekha', 'tt1523525'], ['1973', 'Basanta Bilap', 'tt0215549']]"
2008,nm4291439,"[['2008', 'Masth Majaa Maadi', 'tt2918996'], ['2013', 'Victory', 'tt3099372'], ['2016', 'Weekend with Ramesh', 'tt5636354']]"
2009,nm4591136,"[['2010', 'Moscowin Kaveri', 'tt2041424'], ['2018', 'Chi La Sow', 'tt8688912'], ['2018', 'Chi La Sow', 'tt8688912'], ['2018', 'Bigg Boss Telugu', 'tt7805494']]"
2010,nm1105213,"[['1998', 'Out of Sight', 'tt0380936'], ['2002', 'Bombay Dreams', 'tt1661198'], ['2002', 'Omnibus', 'tt0200358'], ['2008', 'Dead Set', 'tt1285482']]"
2011,nm0660938,"[['1936', 'Savkari Pash', 'tt0249940'], ['1948', 'Jeevacha Sakha', 'tt0250448']]"
2012,nm3901368,"[['2002', 'Kya Hadsaa Kya Haqeeqat', 'tt0401954'], ['2019', 'Rag Rag Mein Ganga', 'tt10433562'], ['2005', 'Deal Ya No Deal', 'tt1160434']]"
2013,nm1217893,"[['2002', 'Company', 'tt0296574']]"
2014,nm4583987,"[['2003', 'Five by Four', 'tt6543416'], ['2021', 'Ticket', 'tt6797046'], ['2021', 'Ticket', 'tt6797046'], ['2011', 'Nanjupuram', 'tt4328084']]"
2015,nm4004908,"[['2009', 'Bhaskar Bharti', 'tt1700302'], ['2008', 'Dus Ka Dum', 'tt1442411']]"
2016,nm1758779,"[['2003', 'Kuch Naa Kaho', 'tt0369637'], ['2019/V', 'The Last Chapter', 'tt11976134'], ['2007', 'No Smoking', 'tt0995740']]"
2017,nm4469112,"[['2004', 'Remix', 'tt2263510'], ['2012', 'The Serial', 'tt2601566']]"
2018,nm1264182,"[['1985', 'Pyaase Honth', 'tt2857054'], ['1989', 'Shehzaade', 'tt0359965'], ['2003', 'Talaash: The Hunt Begins...', 'tt0338477']]"
2019,nm0704599,"[['1953', 'Devadasu', 'tt0256719']]"
2020,nm3888054,"[['2010', 'Gulmohar', 'tt4235422']]"
2021,nm1213248,"[['1996', 'Itihaas', 'tt6421022']]"
2022,nm1099597,"[['1976', 'Manmatha Leelai', 'tt0154838'], ['2016', 'Jil Jung Juk', 'tt5459644'], ['1992', 'Idu Namma Bhoomi', 'tt0317696'], ['2016', 'Jil Jung Juk', 'tt5459644']]"
2023,nm0759182,"[['1967', 'Mohabbat Aur Jung', 'tt2761592'], ['1973', 'Wohi Raat Wohi Awaaz', 'tt0385325']]"
2024,nm2331000,"[['2005', 'Vaah! Life Ho Toh Aisi!', 'tt0475645'], ['2018', 'Lust Stories', 'tt8439854'], ['2020', 'The Sleepwalkers', 'tt11508604'], ['2015', 'Abdication', 'tt8274596']]"
2025,nm4377034,"[['2001-2002', 'Ssshhhh... Koi Hai', 'tt2801992'], ['2012-2018', 'C.I.D.', 'tt0401916']]"
2026,nm2648813,"[['1993', 'Rajani', 'tt6380642'], ['2005', 'Nach Baliye', 'tt1127012']]"
2027,nm1279922,"[['1989', 'Phir Wahi Talash', 'tt5840272'], ['2003', 'Fun2shh... Dudes in the 10th Century', 'tt0391165'], ['2016', 'Being George Clooney', 'tt3562572']]"
2028,nm1738464,"[['1999/I', 'Time', 'tt0274969'], ['2013', 'A Family of Clowns', 'tt2445760'], ['2011', 'Orange Blossom', 'tt1894516']]"
2029,nm1942652,"[['2004', 'Vasoolraja M.B.B.S', 'tt0423470']]"
2030,nm0244900,"[['1994', 'Wheel Chair', 'tt0306225'], ['2013', 'Ashchorjyo Prodeep', 'tt3329526'], ['2006', 'Mirakkel', 'tt4175730']]"
2031,nm0430812,"[['1995', 'Rangeela', 'tt0114234']]"
2032,nm4197200,"[['2000', 'Sparsha', 'tt2917334'], ['2000', 'Sparsha', 'tt2917334'], ['2008', 'Gaalipata', 'tt1773441']]"
2033,nm3632004,"[['2001', 'Kkusum', 'tt0401953'], ['2010', 'Comedy Circus Mahasangram', 'tt11908512']]"
2034,nm1011887,"[['1981', 'Ranuva Veeran', 'tt0187445'], ['1989', 'Puthiya Pathai', 'tt0332338'], ['1990', 'Hosa Jeevana', 'tt1319097'], ['1993', 'Ullae Veliae', 'tt0314814']]"
2035,nm1181843,"[['1952', 'Thayi Ullam', 'tt0260425']]"
2036,nm0944834,"[['1986', 'Yatra', 'tt0155454'], ['1995', 'Oh Darling Yeh Hai India', 'tt0114031'], ['1988', 'Salaam Bombay!', 'tt0096028'], ['2019', 'Make in India', 'tt11056304']]"
2037,nm0707303,"[['1960', 'Samajam', 'tt0300445'], ['1984', 'Yaadgaar', 'tt0262913']]"
2038,nm1099560,"[['1997', 'Karodpati', 'tt8545214'], ['2001', 'Timrai Lagi', 'tt0304827'], ['2014', 'Jholay', 'tt7228558'], ['2020', 'Mero Desh Nepal', 'tt14716664']]"
2039,nm0707285,"[['1972', 'Raaste Kaa Patthar', 'tt0069152'], ['1949', 'Jannat', 'tt1062296'], ['1992', 'Raat', 'tt0266875'], ['1990', 'Doodh Ka Karz', 'tt0395519']]"
2040,nm3876232,"[['2011', 'Patiala House', 'tt1535467']]"
2041,nm3248934,"[['2002', 'Aag Ka Prem Yudh', 'tt4425288']]"
2042,nm8277879,"[['1988', 'Chiranjeevi Sudhakara', 'tt0264480'], ['1989', 'Inspector Vikram', 'tt7456228']]"
2043,nm1298052,"[['2001', 'Murari', 'tt1183907']]"
2044,nm0747149,"[['1990', 'Aashiqui', 'tt0149573'], ['1993', 'Gumrah', 'tt0107060'], ['1993', 'Pehla Nasha', 'tt0172980']]"
2045,nm1391190,"[['1993', 'Shri Krishna', 'tt0268085'], ['2020', 'Pyari Dadi Maa', 'tt12482630']]"
2046,nm3401490,"[['2002', 'What Happened Then... !!!', 'tt2153500']]"
2047,nm0066073,"[['1998', '2001: Do Hazaar Ek', 'tt0273045'], ['1995', 'Zamaana Deewana', 'tt0115042'], ['1995', 'Karan Arjun', 'tt0113526']]"
2048,nm0850169,"[['1959', 'Ganga', 'tt0269261'], ['1981', 'Hari Hondal Bargadar : Share Cropper', 'tt6049174'], ['1959', 'Ganga', 'tt0269261']]"
2049,nm3438796,"[['2003', 'Ivar', 'tt0378118']]"
2050,nm0707364,"[['1984', 'Paavam Krooran', 'tt0359791'], ['1984', 'Paavam Krooran', 'tt0359791'], ['2009', 'Bhariya Onnu Makkal Moonnu', 'tt1764200'], ['1986', 'Onnu Randu Moonu', 'tt0352674']]"
2051,nm3327356,"[['2003', 'Pithamagan', 'tt0376076']]"
2052,nm1701255,"[['2004', 'Azagiya Theeye', 'tt0421662'], ['2004', 'Azagiya Theeye', 'tt0421662']]"
2053,nm5706132,"[['2008', 'Moggina Manasu', 'tt2955162'], ['2016', '... Re: yakshaprashne', 'tt3116888']]"
2054,nm0706485,"[['1997', 'Preminchukundam Raa', 'tt1579675'], ['1999', 'Amarkalam', 'tt0984177'], ['2004', 'Mass', 'tt0445033'], ['2004', 'Mass', 'tt0445033']]"
